Feed,Sentiment
لا معجم يفسر معنى أب كما تفسرها الحياة ظل وأرفف ومتكأ وإن غاب فلا ظل ولا متكأ,Negative
خلاص اناا وصلت مرحلة انه اريد اقلل اكتفيت,Negative
هذا المرض منتشر عند فئة ملتحية من الناس,Negative
كم أكره اللي يكسرون مياديفي كل الكره الشديد لهم,Negative
متى اموت وعلى هذا الاساس احسن اعمالي,Negative
مع اني من اهل مكة لكني مني ساكن فيها حاليا للاسف,Negative
احب اقولكم سمعت اغنيه ديمي الجديده قبلكم,Negative
هذا الامام علي سلام الله على ابو الحسنين,Negative
ماتش العودة ريال مدريد و بروسيا دورتموند دوري الأبطال راموس,Negative
مباراة باريس انتهت لهم,Negative
تذكرت اغلب اعمال لينش واربطهم بالحلقتين,Negative
أبواب السعادة معروفة باب الثلاجة باب الطائرة باب البنك,Negative
بكلمتين لامك مازال رحيلك يبكيني كالأطفال أمي عيدك بالجنة أجمل الله يرحمك ياجنتي,Negative
كل المؤشرات تقول ان الفولت العالي كهربا لن يجدد مع الاتحاد ارتفع سعره اكيد,Negative
لن احضر لن نحضر نهائي كاس الخليج العربي,Negative
المسافة من جنب الكعبة الى المواقف غير طبيعيه,Negative
عندما تعجز كلماتنا عن وصف احساسنا يصبح صمتنا اصدق تعبير عن ما بداخلنا,Negative
هل تشعر بعدم السعادة البحرين الرفاع,Negative
قل لي بربك كيف أداوي القلب الذي بات ينزف بعد الجروح,Negative
أحتاجك ربما وجع الكلمة يكفي,Negative
لن أندم على أي شخص دخل حياتي ورحل فالمخلص أسعدني والسيء منحني التجربة والأسوأ كان درسا لي أما الأفضل فلن يتركني أبدا,Negative
انتكست حالتي كله من الريدبول,Negative
ابي وجدتي رمضانكم في الجنه اجمل ان شاء الله,Negative
كذبه ابريل يكذبون في أبريل وكأنهم صادقون بقية العام,Negative
وددت لو أنه حلم كابوس بشع سأستيقظ منه حامده شاكره على أنه كابوس ومر,Negative
يوم يجي ولد ويعطي نفس موضوعي ويقدم احسن مني بمليون مرة وانا هنا جالسة مثل الصمنديقة,Negative
اللي م قد حدث تويتر نصيحه لا يحدثه تحديث يمغص,Negative
الساعة بين إني أقوم أطبخ لي حاجة أسد بها الجوع وبين إني ألعن ابليس وأكمل نومي,Negative
ياربي لاتسيئو الظن بالناس,Negative
اسمعوا يا جاهلين اسمعوا يا أعداء السعادة والمتعة,Negative
اعوذ بالله من زمان بلا امان,Negative
لا قيمة للحياة دون ذكر الله دون حمده دون شكره دون حبه وعبادته إله إلا أنت سبحانك اني كنت من الظالمين,Negative
يا رب اكفني شر قساوة القلوب وتغير النفوس ولا تجعل لي حاجة عند أحد من خلقك,Negative
سآعدني على الإستمرار يا الله فقد ضاق كل شئ,Negative
رائعه كلماته وقوية لا اله الاانت سبحانك اني كنت من الظالمين,Negative
عندي طاقه سلبيه بغباء يارب يعدي اليوم علي خير من غير مشاكل,Negative
يارب يارب اني انصدم من سهولته,Negative
رحم الله أبي وآبائكم جميعا,Negative
هوت وانام وجسمي تعبان ومصممين نعمل حنة,Negative
اعز الناس مستائين مني برده ياولاد,Negative
سأحبك وكأنك سلسال في عنقيوكأن أمك قد إستودعتك في قلبي ومضت مطمئنهكأن الكون كله قد أوصاني عليك,Negative
شعاراتك الكاذبة افسدت احلامى اصمت يمكن يمكن يمكن يرحمك الله,Negative
لا تقرين التغريدات اللي بعدها لانك بتتعبين زيادة,Negative
كلمه جرحت شعورك أبشع أنواع الشوقأنك تكون زعلان ع شخص وبنفس الوقت مشتاق له,Negative
غرد بقول مقتبس خدمت الشجر فأثمر خدمت البشر فأنكر الإمام علي بن أبي طالب,Negative
ابغض الحلال عند الله ليس الطلاق لكن ان تتزوج انسان ماتحبه,Negative
قول شي عن الحب الحاصل ان الجميع مغرم الغريب ان الجميع بلا نصيب,Negative
افترشوا الارض سجودا سائلين الفرج من الله العلي القدير,Negative
سيدنا موسى بيسأل يارب اين اجدك يارب قال عند المنكسرة قلوبهم,Negative
أنا ودماغي فشخنا الواقع أقسم بالله,Negative
كيف ضيء القمر يصبح حزين,Negative
يارب بلغني شهر رمضان وشهر العسل,Negative
لست منهك ولكن ب قلبي قصه قتلت رغبتي بالحياه,Negative
رابطة المتكممين كالعادة بدون نفس,Negative
الناس تصحي علي صباح الفل صباح الورد انما اصطباحتي بتبقا كدا,Negative
شهر من كثر ما اهو سخيف عادي جدا تعب السنة كله يضيع بهالشهر,Negative
رحمك الله بقدر شوقي إليك يا جدتي,Negative
يقول كل ما طال شعرك زدتي عذابي أحب شعرك أكثر من ما تحبينه,Negative
يحدث الآن أنني أراقبك ليس ل أطمئن عليك بل على قلبي,Negative
يا الله ضاق صدري ليتني ما قريته,Negative
ليتك لم تغرد رق قلبي ودمعت عيني ماذا عساني أقول الرحمة الرحمة,Negative
كيف تداومون وانتو صيام,Negative
ليتك رمز بجوالي وافتحك كل يوم,Negative
ياعزتي لملكه و ما الله بغافل عن ما يعمل الظالمون,Negative
الحمد الله على وجود القرآن في حياتنا صحيت بطريقه مفزعه جدا,Negative
وعلى طاري التعاسه انا ثم انا لا اجابات ولا تغريدات,Negative
عيل صبري إنني لم أعد أطيق اصطبارا,Negative
روحي خلوها وحيده حايره وضاعت تريده عذبونا ضيعونا وعاشو عيشه سعيده,Negative
شكرا ويستهام لك كل الاحترام,Negative
طريقه قطع الرأس ومذاكره الحاسب بكره العملي,Negative
هنيئا لمن مات قبل الحرب و هنيئا لمن سوف يولد بعد الحرب و حظ أوفر لنا أليس من المؤسف أن تعيش في بلد لا تحلم إلآ بمغادرته,Negative
الإعتذار ثقاقه راقيه جدا لكن زمننا جعلها مذله,Negative
حرق ارطغرل اعظم حلقه كان فيها كمية قشعريره,Negative
أبكيك شوقا ويؤلمني غيابك رحم الله نفسا غادرتني ربي أجمعني به في الجنة رحمك الله يا أبي,Negative
بحدفها وبغيرها كتبها عبرت عن شئ ضايقني بالبرنامج,Negative
الله المستعان عندى استعداد عليا و على أعدائي داخله,Negative
عودتني كل يوم أسمع انا صوتك عودتني لي ضاق صدري ما تخليني,Negative
حاليا احتاج وصلة الدوحه,Negative
الحياة ما هي إلا قصة قصيرة من تراب على تراب إلى تراب ثم حساب فثواب أو عقاب فعش حياتك لله تكن أسعد خ,Negative
ومن هنا أعلن أن لاحياة لي من دون أمي,Negative
الأم في كفه والعالم في كفه مهما كبرنا الحنين لا ينقطع الكويت,Negative
فتحت لك قلبي على سبعة أبواب وغيرك على باب الأمل ينتظرني,Negative
من يوم دخلت الجامعة وحياتي معفنة لي اخر درجة,Negative
